,Region,Site,Filename,Start.freq,End.freq,Min.freq,Max.freq,Delta.freq,Duration,Extrema,sqrtStart.freq,sqrtEnd.freq,sqrtDelta.freq,logDuration,logExt,sqrtMin,sqrtMax
279,Bay,4,Pot.02.190808.072616.20,15232.1,5088.8,4263.6,15232.1,10968.5,1.1,3,123.4183941,71.3358255,104.7306068,0.09531018,1.098612289,65.29624798,123.4183941
280,Bay,4,Pot.02.190808.085530.07,11621.8,4194.8,4022.9,11621.8,7598.9,1.472,10,107.8044526,64.76727569,87.17166971,0.38662202,2.302585093,63.42633522,107.8044526
281,Bay,4,Pot.02.190810.140633.84,8320.9,5363.9,5363.9,8320.9,2957,0.364,2,91.21896733,73.238651,54.3783045,-1.010601411,0.693147181,73.238651,91.21896733
282,Bay,4,Pot.02.190814.005518.43,9661.9,7770.8,7220.6,13375.4,6154.8,0.36,5,98.29496427,88.15214121,78.45253342,-1.021651248,1.609437912,84.97411371,115.6520644
283,Bay,4,Pot.02.190914.230150.86,5180.8,5117.6,4549.2,9698.2,5149,1.433,5,71.97777435,71.5374028,71.7565328,0.359770149,1.609437912,67.44775756,98.47943948
284,Bay,4,Pot.03.190626.132620.25,6766,7489.4,6383,7489.4,1106.4,0.358,3,82.25569889,86.54131961,33.2625916,-1.027222293,1.098612289,79.89367935,86.54131961
285,Bay,4,Pot.03.190630.174639.23,9490,20939.8,7426.9,20939.8,13512.9,0.384,5,97.41663102,144.7059087,116.2449999,-0.957112726,1.609437912,86.17946391,144.7059087
286,Bay,4,Pot.03.190803.231658.69,7014.3,8767.9,3197.7,9833.8,6636.1,0.728,8,83.7514179,93.63706531,81.4622612,-0.317454231,2.079441542,56.54820952,99.1655182
287,Bay,4,Pot.03.190803.232611.32,8183.4,4435.5,4022.9,11587.4,7564.5,0.754,5,90.46214678,66.59954955,86.97413409,-0.282362911,1.609437912,63.42633522,107.6447862
288,Bay,4,Pot.03.190804.020531.90,5982.8,2957,2957,14819.5,11862.5,0.7,5,77.34856172,54.3783045,108.9151046,-0.356674944,1.609437912,54.3783045,121.7353687
289,Bay,4,Pot.03.190810.143604.74,19805.2,3644.7,3644.7,19805.2,16160.5,1.745,4,140.730949,60.37135082,127.1239553,0.556754556,1.386294361,60.37135082,140.730949
290,Bay,4,Pot.03.190911.034105.43,10424.8,16648.1,8750.5,16648.1,7897.6,0.338,3,102.1019099,129.0275164,88.86844209,-1.084709383,1.098612289,93.54410724,129.0275164
291,Bay,4,Pot.04.190619.153636.33,9833.8,6223.5,6223.5,9833.8,3610.3,0.358,2,99.1655182,78.88916275,60.08577203,-1.027222293,0.693147181,78.88916275,99.1655182
292,Bay,4,Pot.04.190629.031609.23,5295.1,14578.8,4951.3,14578.8,9627.5,0.318,3,72.76743777,120.7427016,98.1198247,-1.145703896,1.098612289,70.36547449,120.7427016
293,Bay,4,Pot.04.190702.164652.61,5879.7,6361,4985.7,10040.1,5054.4,0.462,4,76.67920187,79.75587753,71.09430357,-0.772190388,1.386294361,70.60948945,100.2002994
294,Bay,4,Pot.04.190804.020609.41,10899.7,6429.8,4951.3,11621.8,6670.5,1.082,8,104.4016283,80.1860337,81.673129,0.07881118,2.079441542,70.36547449,107.8044526
295,Bay,4,Pot.06.190611.182613.99,4263.6,3369.6,3369.6,16332.4,12962.8,1.367,5,65.29624798,58.04825579,113.8542928,0.312618558,1.609437912,58.04825579,127.7982785
296,Bay,4,Pot.06.190629.031616.82,8286.5,3747.9,3747.9,13065.9,9318,2.049,11,91.03021476,61.22009474,96.52978815,0.717351869,2.397895273,61.22009474,114.3061678
297,Bay,4,Pot.07.190629.031620.66,8355.3,5432.7,4951.3,9937,4985.7,0.92,5,91.40733012,73.70685178,70.60948945,-0.083381609,1.609437912,70.36547449,99.68450231
298,Bay,4,Pot01.190814.013640.41,10830.9,7392.6,6154.7,13065.9,6911.2,1.161,7,104.07161,85.98023029,83.13362737,0.149281703,1.945910149,78.45189609,114.3061678
299,Bay,4,Pot02.190814.023638.35,3851,5604.6,3851,9593.1,5742.1,1.086,6,62.05642594,74.86387647,75.77664548,0.082501222,1.791759469,62.05642594,97.94437197
300,Bay,4,Pot05.190814.021618.50,7908.3,6429.8,6429.8,10143.3,3713.5,0.767,7,88.92862306,80.1860337,60.93849358,-0.265268478,1.945910149,80.1860337,100.7139514
301,Bay,4,Pot.01.190602.212524.78,4288.9,15650.6,4288.9,15650.6,11361.7,0.645,4,65.48969385,125.1023581,106.5912754,-0.438504962,1.386294361,65.48969385,125.1023581
302,Bay,4,Pot.01.190623.233631.93,5638.6,4481.9,4481.9,15506,11024.1,1.22,6,75.09061193,66.94699396,104.9957142,0.198850859,1.791759469,66.94699396,124.5230902
303,Bay,4,Pot.01.190628.130545.10,12180.7,11096.4,11096.4,12180.7,1084.3,0.631,2,110.3662086,105.3394513,32.92871088,-0.460449416,0.693147181,105.3394513,110.3662086
304,Bay,4,Pot.01.190629.072643.31,12180.7,13120.5,7048.2,13120.5,6072.3,0.875,3,110.3662086,114.5447511,77.92496391,-0.133531393,1.098612289,83.95355859,114.5447511
305,Bay,4,Pot.02.190619.152518.06,10265.1,4409.6,4409.6,10554.2,6144.6,0.566,3,101.3168298,66.4048191,78.387499,-0.569161201,1.098612289,66.4048191,102.7336362
306,Bay,4,Pot.02.190626.164614.97,8963.9,7626.5,7409.6,20204.8,12795.2,0.853,6,94.67787492,87.32983454,113.1158698,-0.158995731,1.791759469,86.07903345,142.1435894
307,Bay,4,Pot.05.190602.210643.17,7481.9,4662.7,4662.7,20204.8,15542.1,0.799,5,86.49797685,68.28396591,124.667959,-0.224394333,1.609437912,68.28396591,142.1435894
308,Bay,4,Pot.08.190629.031625.72,6759,14277.1,6289.2,14277.1,7987.9,1.251,10,82.21313764,119.4868194,89.37505245,0.223943231,2.302585093,79.30447654,119.4868194
309,Bay,4,Pot.01.190805.034526.93,9325.3,8024.1,8024.1,9325.3,1301.2,0.518,2,96.56759291,89.57734088,36.07214992,-0.657780037,0.693147181,89.57734088,96.56759291
310,Bay,4,Pot.01.190808.085515.17,3795.2,13626.5,3795.2,13626.5,9831.3,0.243,2,61.60519459,116.7326004,99.15291221,-1.414693836,0.693147181,61.60519459,116.7326004
311,Bay,4,Pot.01.190810.140504.41,12469.9,3144.6,3144.6,12469.9,9325.3,0.809,4,111.6687064,56.07673314,96.56759291,-0.211956362,1.386294361,56.07673314,111.6687064
312,Bay,4,Pot.01.190814.005504.75,7148.2,4951.8,4951.8,10084.3,5132.5,0.461,3,84.54702833,70.36902728,71.64146844,-0.774357236,1.098612289,70.36902728,100.4206154
313,Bay,4,Pot.02.190803.124533.07,6325.3,7265.1,6325.3,13192.8,6867.5,0.576,5,79.53175466,85.23555596,82.87038072,-0.551647618,1.609437912,79.53175466,114.8599147
314,Bay,4,Pot.08.190807.075645.58,13084.3,4084.3,3867.5,13084.3,9216.8,0.366,3,114.3866251,63.90852838,96.00416658,-1.005121946,1.098612289,62.18922736,114.3866251
315,Bay,4,Pot02.190814.025608.35,7807.2,20963.9,6903.6,20963.9,14060.3,0.441,3,88.35836123,144.7891571,118.5761359,-0.818710404,1.098612289,83.08790526,144.7891571
316,Bay,4,Pot.01.190908.030033.09,6143.4,10626.5,6143.4,10626.5,4483.1,0.33,2,78.37984435,103.0849165,66.95595567,-1.108662625,0.693147181,78.37984435,103.0849165
317,Bay,4,Pot.02.190911.043041.28,6708,5313.3,5313.3,16537.5,11224.2,0.71,5,81.90238092,72.89238643,105.944325,-0.342490309,1.609437912,72.89238643,128.5982115
318,Bay,4,Pot.03.190908.053024.41,6576.2,8401.6,5280,8401.6,3121.6,1.067,16,81.09377288,91.6602422,55.87128064,0.064850972,2.772588722,72.6636085,91.6602422
319,Bay,4,Pot.01.190611.215509.58,8060.2,3000,3000,8060.2,5060.2,1.112,4,89.77861661,54.77225575,71.13508277,0.106160196,1.386294361,54.77225575,89.77861661
320,Offshore,5,T3C.01.180627.011015.52,14434.3,10892.2,10803.6,14434.3,3630.7,0.814,4,120.1428317,104.3657032,60.25529022,-0.205794913,1.386294361,103.9403675,120.1428317
321,Offshore,5,T3C.01.180702.091023.67,14035.8,7128.6,7128.6,14035.8,6907.2,0.661,2,118.4727817,84.43103695,83.10956624,-0.414001439,0.693147181,84.43103695,118.4727817
322,Offshore,5,T3C.01.180702.191005.60,7084.3,9165.4,6375.9,9829.5,3453.6,0.908,5,84.16828381,95.7360956,58.76733787,-0.0965109,1.609437912,79.84923293,99.14383491
323,Offshore,5,T3C.01.180703.154000.41,15541.3,8988.3,8988.3,19969,10980.7,1.289,4,124.6647504,94.80664534,104.7888353,0.253866724,1.386294361,94.80664534,141.3117122
324,Offshore,5,T3C.01.180705.100047.44,7217.2,7925.6,7040.1,11954.8,4914.7,0.957,4,84.95410526,89.02583895,70.10492137,-0.043951888,1.386294361,83.90530377,109.338008
325,Offshore,5,T3C.01.180711.131003.98,16471.1,8501.2,8501.2,16471.1,7969.9,0.583,2,128.3397834,92.20195226,89.27429641,-0.539568093,0.693147181,92.20195226,128.3397834
326,Offshore,5,T3C.01.180713.062057.69,10050.9,7217.2,6464.5,15674.1,9209.6,1.417,7,100.254177,84.95410526,95.96666088,0.348541961,1.945910149,80.4021144,125.196246
327,Offshore,5,T3C.01.180716.082020.66,9121.1,9918.1,9121.1,13770.2,4649.1,1.079,8,95.50445016,99.5896581,68.18430905,0.076034686,2.079441542,95.50445016,117.3464955
328,Offshore,5,T3C.01.180720.032009.78,8014.2,5003.3,5003.3,11644.9,6641.6,0.566,3,89.52206432,70.73400879,81.49601217,-0.569161201,1.098612289,70.73400879,107.9115378
329,Offshore,5,T3C.01.180720.234055.97,12619,7792.8,7792.8,12619,4826.2,0.839,2,112.3343224,88.27683728,69.4708572,-0.175544573,0.693147181,88.27683728,112.3343224
330,Offshore,5,T3C.01.180721.072001.42,10228,7571.4,7571.4,16559.6,8988.2,1.221,5,101.133575,87.01379201,94.80611795,0.199670195,1.609437912,87.01379201,128.6841094
331,Offshore,5,T3C.01.180722.171055.04,10670.8,6685.8,6375.9,10670.8,4294.9,0.798,3,103.2995644,81.76674141,65.53548657,-0.225646682,1.098612289,79.84923293,103.2995644
332,Offshore,5,T3C.01.180803.172010.88,10360.8,8412.7,8102.7,10360.8,2258.1,0.713,3,101.788015,91.72077191,47.51946969,-0.338273859,1.098612289,90.01499875,101.788015
333,Offshore,5,T3C.01.180803.185005.01,12043.4,5578.9,5578.9,12619,7040.1,1.118,5,109.7424257,74.69203438,83.90530377,0.111541375,1.609437912,74.69203438,112.3343224
334,Offshore,5,T3C.01.180803.190022.28,10980.7,13770.2,9209.6,13770.2,4560.6,0.737,3,104.7888353,117.3464955,67.53221453,-0.305167387,1.098612289,95.96666088,117.3464955
335,Offshore,5,T3C.01.180803.194046.79,13238.9,7659.9,7659.9,13238.9,5579,0.89,2,115.0604189,87.52085466,74.69270379,-0.116533816,0.693147181,87.52085466,115.0604189
336,Offshore,5,T3C.01.180813.090045.14,7482.8,11025,7482.8,12796.1,5313.3,0.641,3,86.50317913,105,72.89238643,-0.444725822,1.098612289,86.50317913,113.1198479
337,Offshore,5,T3C.01.180813.225048.86,19260.5,7305.7,7305.7,19260.5,11954.8,0.799,2,138.7822035,85.47338767,109.338008,-0.224394333,0.693147181,85.47338767,138.7822035
338,Offshore,5,T3C.01.180814.010040.84,10980.7,12707.5,6685.8,12707.5,6021.7,1.104,4,104.7888353,112.7275477,77.5996134,0.098939948,1.386294361,81.76674141,112.7275477
339,Offshore,5,T3C.01.180814.011049.73,7748.5,11689.2,7748.5,11689.2,3940.7,0.817,2,88.02556447,108.1166037,62.77499502,-0.202116184,0.693147181,88.02556447,108.1166037
340,Offshore,5,T3C.01.180814.201018.25,8279.8,10847.9,6730.1,10847.9,4117.8,0.831,4,90.99340635,104.1532525,64.17008649,-0.185125484,1.386294361,82.03718669,104.1532525
341,Offshore,5,T3C.01.180815.015010.94,8191.3,5578.9,5578.9,9386.7,3807.8,0.699,3,90.50580092,74.69203438,61.70737395,-0.358104537,1.098612289,74.69203438,96.88498336
342,Offshore,5,T3C.01.180818.032047.98,8279.8,7704.2,7172.9,12486.1,5313.2,1.167,5,90.99340635,87.77357233,72.89170049,0.154436353,1.609437912,84.69297492,111.7412189
343,Offshore,5,T3C.01.180824.220026.11,8545.5,11733.4,8545.5,21740.1,13194.6,1.429,3,92.44187363,108.3208198,114.86775,0.356974899,1.098612289,92.44187363,147.4452441
344,Offshore,5,T3C.01.180827.224034.02,13371.7,11512,6021.7,13371.7,7350,1.336,4,115.636067,107.2939886,85.732141,0.289680075,1.386294361,77.5996134,115.636067
345,Offshore,5,T3C.02.180702.191001.19,6818.7,10892.2,6818.7,10892.2,4073.5,0.422,2,82.57542007,104.3657032,63.82397669,-0.862749965,0.693147181,82.57542007,104.3657032
346,Offshore,5,T3C.02.180716.083035.21,11025,19635.3,8412.7,19635.3,11222.6,1.038,3,105,140.1260147,105.9367736,0.037295785,1.098612289,91.72077191,140.1260147
347,Offshore,5,T3C.02.180720.032017.23,15098.5,13991.6,10272.3,15098.5,4826.2,0.387,3,122.8759537,118.2860939,69.4708572,-0.949330586,1.098612289,101.3523557,122.8759537
348,Offshore,5,T3C.02.180721.082010.45,10670.8,18197.9,9253.9,18197.9,8944,0.653,3,103.2995644,134.8995923,94.57272334,-0.42617815,1.098612289,96.19719331,134.8995923
349,Offshore,5,T3C.02.180803.185058.69,8102.7,8476,8102.7,14257.2,6154.5,1.063,3,90.01499875,92.06519429,78.45062141,0.061095099,1.098612289,90.01499875,119.4035175
350,Offshore,5,T3C.02.180813.223044.86,7615.7,15319.9,7615.7,15319.9,7704.2,1.551,2,87.26797809,123.7735836,87.77357233,0.438899884,0.693147181,87.26797809,123.7735836
351,Offshore,5,T3C.03.180720.032036.83,13814.5,10316.6,10316.6,20057.5,9740.9,1.465,5,117.5351011,101.5706651,98.69599789,0.381855242,1.609437912,101.5706651,141.6245035
352,Offshore,5,T3C.04.180703.154046.44,11467.8,12707.5,8855.4,18197.9,9342.5,0.313,5,107.0878144,112.7275477,96.65660867,-1.161552088,1.609437912,94.10313491,134.8995923
353,Offshore,5,T3C.04.180720.032051.72,14522.9,16161.1,10980.7,16161.1,5180.4,0.847,3,120.5109953,127.1263151,71.97499566,-0.166054584,1.098612289,104.7888353,127.1263151
354,Offshore,5,T3C.02.180828.153045.30,6204.5,6347.7,6204.5,14509.1,8304.6,0.779,3,78.76864859,79.67245446,91.12957807,-0.249744233,1.098612289,78.76864859,120.4537256
355,Offshore,5,T3C.01.180828.153008.04,3952.8,5143.4,3952.8,5143.4,1190.6,0.449,2,62.87129711,71.71750135,34.50507209,-0.800732391,0.693147181,62.87129711,71.71750135
356,Offshore,5,T3C.01.180828.141049.89,9115.9,5918.2,4915.9,12981.8,8065.9,0.778,5,95.47722241,76.92983816,89.81035575,-0.251028755,1.609437912,70.11347945,113.9377023
357,Offshore,5,T3C.01.180828.155003.67,7827.3,16990.9,7827.3,17850,10022.7,1.021,4,88.47202948,130.3491465,100.1134357,0.020782539,1.386294361,88.47202948,133.6038922
