Index,WhisNum,SiteNum,Filename,Region,Startfreq,Endfreq,Minfreq,Maxfreq,Deltafreq,Duration,Extrema,SPLrms
93,1,1,T1C.08.ch01.180727.050810.20..ctr',Coastal,8016.1,12072.4,7726.4,12169,4442.6,0.99,7,130.7536193
93,2,4,Pot.03.190613.193627.36.ctr',Bay,7002,12893.4,6808.9,12893.4,6084.5,0.84,5,101.9098062
94,1,1,T1C.03.ch01.180928.173053.95..ctr',Coastal,8933.6,12507,6808.9,12507,5698.1,0.493,3,130.9914609
94,2,4,Pot.03.190911.034105.43.ctr',Bay,10559.2,16548.6,8873.2,16548.6,7675.4,0.335,3,106.2372172
95,1,1,T1C.01.ch01.180922.091524.46..ctr',Coastal,8885.3,18108.7,8885.3,18108.7,9223.4,0.541,2,130.7130002
95,2,4,Pot.03.190703.233511.65.ctr',Bay,10285.7,15887.3,10285.7,15887.3,5601.6,0.535,2,104.4917497
96,1,1,20170816_171531.ctr',Coastal,6712.3,6905.4,6712.3,14293.8,7581.5,0.797,5,123.6911184
96,2,4,Pot.01.190916.064105.03.ctr',Bay,7231.7,7631,7009.9,14241.5,7231.6,1.24,7,107.2506648
97,1,3,rr.29.ch01.180625.155832.99..ctr',Bay,7719.7,5945.1,3859.9,11446.5,7586.6,0.983,7,131.1894396
97,2,4,Pot.01.190803.162513.83.ctr',Bay,9416.5,10575.5,4490.9,11493,7002.1,1.185,7,113.2169959
98,1,3,rr.19.ch01.180625.155459.54..ctr',Bay,7497.9,5900.7,4481,15616.9,11135.9,1.073,4,131.1894396
98,2,4,Pot.02.190807.080555.41.ctr',Bay,6422.5,5311.9,4152.9,16273.6,12120.7,1.067,6,113.2860288
99,1,2,A5C.02.ch01.180730.021741.57..ctr',Coastal,7484.9,4684.1,4684.1,7484.9,2800.8,0.66,2,118.7578974
99,2,4,Pot.01.190807.021550.41.ctr',Bay,5456.7,4490.9,4346.1,5456.7,1110.6,0.481,4,114.2297936
100,1,3,rr.21.180709.052612.ctr',Bay,9361.3,5812,5812,11623.9,5811.9,0.936,5,99.49282913
100,2,4,Pot.06.190807.075624.99.ctr',Bay,7871.2,4829,4829,11589.5,6760.5,0.764,5,113.3316072
101,1,1,20170614.152254.84..sel163,Coastal,7836.7,10845.5,6927.1,10845.5,3918.4,0.2693,3,122.9420901
101,2,5,T3C.02.180702.191001.19.ctr,Offshore,6814.3,10671.4,6428.6,10992.9,4564.3,0.4259,4,126.9974
102,1,5,T3C.01.180702.091023.67,Offshore,14035.8,7128.6,7128.6,14035.8,6907.2,0.661,2,127.0309529
102,2,2,A5C.02.ch01.181202.093128.32..ctr,Coastal,14544,7008,6816,15216,8400,1.0659,4,109.3573513
103,1,5,T3C.01.180711.131003.98,Offshore,16471.1,8501.2,8501.2,16471.1,7969.9,0.583,2,127.0941406
103,2,5,T3C.01.180813.225048.86,Offshore,19260.5,7305.7,7305.7,19260.5,11954.8,0.799,2,126.6703152
