site,whistle,date,SiteIndex
1,sel.365.T1C.2017.07.ctr',7/18/17,515
1,sel.367.T1C.2017.07.ctr',7/18/17,516
1,sel.368.T1C.2017.07.ctr',7/18/17,517
1,sel.369.T1C.2017.07.ctr',7/18/17,518
1,sel.370.T1C.2017.07.ctr',7/18/17,519
1,sel.371.T1C.2017.07.ctr',7/18/17,520
1,sel.372.T1C.2017.07.ctr',7/18/17,521
1,sel.373.T1C.2017.07.ctr',7/18/17,522
1,sel.374.T1C.2017.07.ctr',7/18/17,523
1,sel.375.T1C.2017.07.ctr',7/18/17,524
1,sel.376.T1C.2017.07.ctr',7/18/17,525
1,sel.378.T1C.2017.07.ctr',7/18/17,526
1,sel.380.T1C.2017.07.ctr',7/19/17,527
1,sel.381.T1C.2017.07.ctr',7/19/17,528
1,sel.382.T1C.2017.07.ctr',7/19/17,529
1,sel.383.T1C.2017.07.ctr',7/19/17,530
1,sel.384.T1C.2017.07.ctr',7/19/17,531
1,sel.385.T1C.2017.07.ctr',7/19/17,532
1,sel.386.T1C.2017.07.ctr',7/19/17,533
1,sel.387.T1C.2017.07.ctr',7/19/17,534
1,sel.388.T1C.2017.07.ctr',7/19/17,535
1,sel.390.T1C.2017.07.ctr',7/19/17,536
1,sel.392.T1C.2017.07.ctr',7/19/17,537
1,sel.393.T1C.2017.07.ctr',7/19/17,538
1,sel.394.T1C.2017.07.ctr',7/19/17,539
1,sel.395.T1C.2017.07.ctr',7/19/17,540
1,sel.396.T1C.2017.07.ctr',7/19/17,541
1,sel.398.T1C.2017.07.ctr',7/19/17,542
1,sel.399.T1C.2017.07.ctr',7/19/17,543
1,sel.400.T1C.2017.07.ctr',7/19/17,544
1,sel.401.T1C.2017.07.ctr',7/19/17,545
1,sel.403.T1C.2017.07.ctr',7/19/17,547
1,sel.404.T1C.2017.07.ctr',7/19/17,548
1,sel.405.T1C.2017.07.ctr',7/19/17,549
1,sel.407.T1C.2017.07.ctr',7/19/17,550
1,sel.408.T1C.2017.07.ctr',7/19/17,551
1,sel.409.T1C.2017.07.ctr',7/19/17,552
1,sel.410.T1C.2017.07.ctr',7/19/17,553
1,sel.411.T1C.2017.07.ctr',7/19/17,554
1,sel.412.T1C.2017.07.ctr',7/19/17,555
1,sel.413.T1C.2017.07.ctr',7/19/17,556
1,sel.414.T1C.2017.07.ctr',7/19/17,557
1,sel.415.T1C.2017.07.ctr',7/19/17,558
1,sel.416.T1C.2017.07.ctr',7/19/17,559
1,sel.417.T1C.2017.07.ctr',7/19/17,560
1,sel.418.T1C.2017.07.ctr',7/19/17,561
1,sel.419.T1C.2017.07.ctr',7/19/17,562
1,sel.420.T1C.2017.07.ctr',7/19/17,563
1,sel.421.T1C.2017.07.ctr',7/20/17,564
1,sel.423.T1C.2017.07.ctr',7/20/17,565
1,sel.426.T1C.2017.07.ctr',7/20/17,566
1,sel.427.T1C.2017.07.ctr',7/20/17,567
1,sel.428.T1C.2017.07.ctr',7/20/17,568
1,sel.430.T1C.2017.07.ctr',7/20/17,569
1,sel.431.T1C.2017.07.ctr',7/20/17,570
1,sel.432.T1C.2017.07.ctr',7/20/17,571
1,sel.433.T1C.2017.07.ctr',7/21/17,572
1,sel.434.T1C.2017.07.ctr',7/21/17,573
1,sel.435.T1C.2017.07.ctr',7/21/17,574
1,sel.436.T1C.2017.07.ctr',7/21/17,575
1,sel.437.T1C.2017.07.ctr',7/21/17,576
1,sel.438.T1C.2017.07.ctr',7/21/17,577
1,sel.439.T1C.2017.07.ctr',7/21/17,578
1,sel.440.T1C.2017.07.ctr',7/21/17,579
1,sel.441.T1C.2017.07.ctr',7/22/17,580
1,sel.442.T1C.2017.07.ctr',7/22/17,581
1,sel.443.T1C.2017.07.ctr',7/22/17,582
1,sel.444.T1C.2017.07.ctr',7/22/17,583
1,sel.445.T1C.2017.07.ctr',7/22/17,584
1,sel.446.T1C.2017.07.ctr',7/22/17,585
1,sel.447.T1C.2017.07.ctr',7/22/17,586
1,sel.448.T1C.2017.07.ctr',7/22/17,587
1,sel.449.T1C.2017.07.ctr',7/22/17,588
1,sel.450.T1C.2017.07.ctr',7/22/17,589
1,sel.451.T1C.2017.07.ctr',7/22/17,590
1,sel.452.T1C.2017.07.ctr',7/22/17,591
1,sel.453.T1C.2017.07.ctr',7/22/17,592
1,sel.454.T1C.2017.07.ctr',7/22/17,593
1,sel.455.T1C.2017.07.ctr',7/22/17,594
1,sel.456.T1C.2017.07.ctr',7/22/17,595
1,sel.457.T1C.2017.07.ctr',7/23/17,596
1,sel.459.T1C.2017.07.ctr',7/23/17,598
1,sel.460.T1C.2017.07.ctr',7/23/17,599
1,sel.463.T1C.2017.07.ctr',7/23/17,601
1,sel.464.T1C.2017.07.ctr',7/23/17,602
1,sel.467.T1C.2017.07.ctr',7/23/17,604
1,sel.468.T1C.2017.07.ctr',7/23/17,605
1,sel.469.T1C.2017.07.ctr',7/23/17,606
1,sel.472.T1C.2017.07.ctr',7/23/17,607
1,sel.473.T1C.2017.07.ctr',7/23/17,608
1,sel.474.T1C.2017.07.ctr',7/23/17,609
1,sel.475.T1C.2017.07.ctr',7/23/17,610
1,sel.476.T1C.2017.07.ctr',7/23/17,611
1,sel.477.T1C.2017.07.ctr',7/23/17,612
1,sel.478.T1C.2017.07.ctr',7/23/17,613
1,sel.479.T1C.2017.07.ctr',7/23/17,614
1,sel.481.T1C.2017.07.ctr',7/23/17,615
1,sel.482.T1C.2017.07.ctr',7/23/17,616
1,4,8/1/17,619
1,5,8/1/17,620
1,6,8/1/17,621
1,9,8/1/17,623
1,10,8/1/17,624
1,41,8/1/17,625
1,43,8/1/17,626
1,44,8/1/17,627
1,46,8/1/17,628
1,47,8/1/17,629
1,48,8/1/17,630
1,49,8/1/17,631
1,50,8/1/17,632
1,51,8/1/17,633
1,52,8/1/17,634
1,53,8/1/17,635
1,54,8/1/17,636
1,55,8/1/17,637
1,56,8/1/17,638
1,58,8/1/17,639
1,61,8/1/17,640
1,64,8/1/17,641
1,65,8/1/17,642
1,67,8/1/17,643
1,70,8/1/17,644
1,71,8/1/17,645
1,74,8/1/17,646
1,75,8/1/17,647
1,76,8/1/17,648
1,81,8/1/17,649
1,84,8/2/17,650
1,87,8/2/17,651
1,89,8/2/17,652
1,91,8/2/17,653
1,94,8/2/17,654
1,95,8/2/17,655
1,96,8/2/17,656
1,97,8/2/17,657
1,100,8/2/17,658
1,102,8/2/17,659
1,103,8/2/17,660
1,104,8/2/17,661
1,105,8/2/17,662
1,107,8/2/17,663
1,108,8/3/17,664
1,109,8/3/17,665
1,110,8/3/17,666
1,111,8/3/17,667
1,112,8/3/17,668
1,114,8/4/17,669
1,115,8/4/17,670
1,116,8/4/17,671
1,117,8/4/17,672
1,118,8/4/17,673
1,119,8/5/17,674
1,120,8/5/17,675
1,121,8/5/17,676
1,123,8/5/17,677
1,124,8/5/17,678
1,125,8/6/17,679
1,126,8/6/17,680
1,128,8/6/17,681
1,130,8/6/17,683
1,131,8/6/17,684
1,132,8/7/17,685
1,133,8/8/17,686
1,134,8/8/17,687
1,135,8/8/17,688
1,136,8/8/17,689
1,137,8/8/17,690
1,138,8/9/17,691
1,139,8/9/17,692
1,140,8/9/17,693
1,141,8/9/17,694
1,142,8/10/17,695
1,143,8/10/17,696
1,145,8/13/17,698
1,146,8/13/17,699
1,147,8/13/17,700
1,148,8/14/17,701
1,149,8/14/17,702
1,150,8/14/17,703
1,151,8/14/17,704
1,152,8/15/17,705
1,153,8/15/17,706
1,154,8/15/17,707
1,155,8/16/17,708
1,156,8/16/17,709
1,157,8/16/17,710
1,158,8/16/17,711
1,159,8/16/17,712
1,160,8/16/17,713
1,161,8/17/17,714
1,162,8/17/17,715
1,163,8/17/17,716
1,15,8/19/17,717
1,17,8/19/17,718
1,18,8/19/17,719
1,19,8/19/17,720
1,20,8/19/17,721
1,21,8/19/17,722
1,22,8/19/17,723
1,23,8/19/17,724
1,24,8/19/17,725
1,25,8/19/17,726
1,26,8/19/17,727
1,27,8/19/17,728
1,29,8/21/17,729
1,30,8/21/17,730
1,164,8/21/17,731
1,165,8/21/17,732
1,32,8/22/17,733
1,166,8/22/17,734
1,167,8/23/17,735
1,168,8/23/17,736
1,169,8/23/17,737
1,170,8/24/17,738
1,171,8/24/17,739
1,172,8/24/17,740
1,34,8/25/17,741
1,173,8/25/17,742
1,174,8/25/17,743
1,175,8/25/17,744
1,176,8/25/17,745
1,177,8/26/17,746
1,179,8/26/17,748
1,180,8/28/17,749
1,181,8/30/17,750
1,184,9/7/17,751
1,183,9/8/17,752
1,T1C.02.ch01.180712.174956.05.(2).ctr',7/12/18,753
1,T1C.04.ch01.180712.184414.28.(2).ctr',7/12/18,754
1,T1C.05.ch01.180712.185756.37..ctr',7/12/18,755
1,T1C.01.ch01.180713.050519.17..ctr',7/13/18,756
1,T1C.01.ch01.180713.181928.37..ctr',7/13/18,757
1,T1C.03.ch01.180713.050809.15..ctr',7/13/18,758
1,06.051451.61,7/14/18,759
1,T1C.04.ch01.180714.051416.39..ctr',7/14/18,760
1,T1C.05.ch01.180714.051430.81..ctr',7/14/18,761
1,T1C.08.ch01.180714.051511.08..ctr',7/14/18,762
1,T1C.01.ch01.180715.231224.25..ctr',7/15/18,763
1,T1C.02.ch01.180715.231256.25..ctr',7/15/18,764
1,T1C.03.ch01.180715.231312.06..ctr',7/15/18,765
1,T1C.04.ch01.180715.231327.13..ctr',7/15/18,766
1,T1C.06.ch01.180715.231412.64..ctr',7/15/18,767
1,T1C.07.ch01.180715.231623.98..ctr',7/15/18,768
1,T1C.09.ch01.180715.231913.64..ctr',7/15/18,770
1,T1C.01.ch01.180716.040827.28..ctr',7/16/18,771
1,T1C.01.ch01.180716.180009.36..ctr',7/16/18,772
1,T1C.02.ch01.180716.041151.57..ctr',7/16/18,773
1,T1C.02.ch01.180716.180419.13..ctr',7/16/18,774
1,T1C.03.ch01.180716.180451.40..ctr',7/16/18,775
1,T1C.01.ch01.180717.120345.60..ctr',7/17/18,776
1,T1C.01.ch01.180717.183330.34..ctr',7/17/18,777
1,T1C.02.ch01.180717.120412.76..ctr',7/17/18,778
1,T1C.02.ch01.180717.184353.63..ctr',7/17/18,779
1,T1C.03.ch01.180717.121646.24..ctr',7/17/18,780
1,T1C.04.ch01.180717.121939.56..ctr',7/17/18,781
1,T1C.01.ch01.180718.000812.01..ctr',7/18/18,782
1,T1C.01.ch01.180719.193742.97..ctr',7/19/18,783
1,T1C.02.ch01.180719.193955.11..ctr',7/19/18,784
1,T1C.04.ch01.180719.194340.09..ctr',7/19/18,785
1,T1C.01.ch01.180720.201531.06..ctr',7/20/18,786
1,T1C.02.ch01.180720.201547.42..ctr',7/20/18,787
1,T1C.03.ch01.180720.071023.59..ctr',7/20/18,788
1,T1C.04.ch01.180720.071051.64..ctr',7/20/18,789
1,T1C.06.ch01.180720.071751.09..ctr',7/20/18,790
1,T1C.07.ch01.180720.071838.94..ctr',7/20/18,791
1,T1C.08.ch01.180720.071907.89..ctr',7/20/18,792
1,T1C.02.ch01.180721.061213.26..ctr',7/21/18,793
1,T1C.01.ch01.180722.000023.97..ctr',7/22/18,796
1,T1C.01.ch01.180723.091615.33..ctr',7/23/18,797
1,T1C.02.ch01.180723.091736.27..ctr',7/23/18,798
1,T1C.03.ch01.180723.092052.47..ctr',7/23/18,799
1,T1C.06.ch01.180723.133314.88..ctr',7/23/18,800
1,T1C.07.ch01.180723.133625.37..ctr',7/23/18,801
1,T1C.03.ch01.180724.104731.22..ctr',7/24/18,802
1,T1C.05.ch01.180724.105512.99..ctr',7/24/18,803
1,T1C.01.ch01.180725.011717.80..ctr',7/25/18,804
1,T1C.02.ch01.180725.061123.12..ctr',7/25/18,805
1,T1C.07.ch01.180725.061359.58..ctr',7/25/18,806
1,T1C.08.ch01.180725.061435.68..ctr',7/25/18,807
1,T1C.09.ch01.180725.061451.51..ctr',7/25/18,808
1,T1C.10.ch01.180725.061505.89..ctr',7/25/18,809
1,T1C.11.ch01.180725.061542.92..ctr',7/25/18,810
1,T1C.12.ch01.180725.061602.77..ctr',7/25/18,811
1,T1C.02.ch01.180726.060204.75..ctr',7/26/18,813
1,T1C.04.ch01.180726.060414.83..ctr',7/26/18,814
1,T1C.05.ch01.180726.060527.55..ctr',7/26/18,815
1,T1C.07.ch01.180726.060659.64..ctr',7/26/18,816
1,T1C.08.ch01.180726.060842.26..ctr',7/26/18,817
1,T1C.09.ch01.180726.060852.89..ctr',7/26/18,818
1,T1C.10.ch01.180726.060858.60..ctr',7/26/18,819
1,T1C.11.ch01.180726.061005.19..ctr',7/26/18,820
1,T1C.14.ch01.180726.061145.33..ctr',7/26/18,821
1,T1C.15.ch01.180726.061309.51..ctr',7/26/18,822
1,T1C.19.ch01.180726.061800.85..ctr',7/26/18,823
1,T1C.21.ch01.180726.062518.32..ctr',7/26/18,825
1,T1C.25.ch01.180726.060604.81..ctr',7/26/18,826
1,T1C.02.ch01.180727.050137.99..ctr',7/27/18,827
1,T1C.03.ch01.180727.050214.90..ctr',7/27/18,828
1,T1C.05.ch01.180727.050351.46..ctr',7/27/18,829
1,T1C.06.ch01.180727.050603.59..ctr',7/27/18,830
1,T1C.08.ch01.180727.050810.20..ctr',7/27/18,831
1,T1C.09.ch01.180727.050851.16..ctr',7/27/18,832
1,T1C.12.ch01.180727.051606.60..ctr',7/27/18,834
1,T1C.13.ch01.180727.051827.15..ctr',7/27/18,835
1,T1C.15.ch01.180727.062027.30..ctr',7/27/18,836
1,T1C.16.ch01.180727.062137.28..ctr',7/27/18,837
1,T1C.17.ch01.180727.062216.87..ctr',7/27/18,838
1,T1C.20.ch01.180727.062653.44..ctr',7/27/18,841
1,T1C.22.ch01.180727.063035.27..ctr',7/27/18,842
1,T1C.24.ch01.180727.063244.32..ctr',7/27/18,843
1,T1C.25.ch01.180727.063311.66..ctr',7/27/18,844
1,T1C.26.ch01.180727.063529.44..ctr',7/27/18,845
1,T1C.27.ch01.180727.063600.29..ctr',7/27/18,846
1,T1C.28.ch01.180727.063624.22..ctr',7/27/18,847
1,T1C.29.ch01.180727.063904.64..ctr',7/27/18,848
1,T1C.01.ch01.180728.061156.10..ctr',7/28/18,849
1,T1C.01.ch01.180729.210213.10..ctr',7/29/18,850
1,T1C.02.ch01.180729.210234.12..ctr',7/29/18,851
1,T1C.03.ch01.180729.210438.49..ctr',7/29/18,852
1,T1C.04.ch01.180729.210453.47..ctr',7/29/18,853
1,T1C.05.ch01.180729.210916.40..ctr',7/29/18,854
1,T1C.06.ch01.180729.210941.03..ctr',7/29/18,855
1,T1C.09.ch01.180729.211139.23..ctr',7/29/18,856
1,T1C.10.ch01.180729.211158.34..ctr',7/29/18,857
1,T1C.12.ch01.180729.211613.69..ctr',7/29/18,858
1,T1C.13.ch01.180729.211704.39..ctr',7/29/18,859
1,T1C.14.ch01.180729.211858.98..ctr',7/29/18,860
1,T1C.15.ch01.180729.212117.99..ctr',7/29/18,861
1,T1C.16.ch01.180729.212801.59..ctr',7/29/18,862
1,T1C.17.ch01.180729.213154.44..ctr',7/29/18,863
1,T1C.01.ch01.180730.031256.57..ctr',7/30/18,864
1,T1C.02.ch01.180730.074116.27..ctr',7/30/18,865
1,T1C.03.ch01.180730.074145.72..ctr',7/30/18,866
1,T1C.04.ch01.180730.074216.31..ctr',7/30/18,867
1,T1C.01.ch01.180731.050409.30..ctr',7/31/18,868
1,T1C.03.ch01.180731.050905.33..ctr',7/31/18,869
1,T1C.04.ch01.180731.050930.19..ctr',7/31/18,870
1,T1C.05.ch01.180731.100151.88..ctr',7/31/18,871
1,T1C.06.ch01.180731.100512.51..ctr',7/31/18,872
1,T1C.07.ch01.180731.100544.41..ctr',7/31/18,873
1,T1C.08.ch01.180731.100702.91..ctr',7/31/18,874
1,T1C.10.ch01.180731.101402.35..ctr',7/31/18,876
1,T1C.01.ch01.180801.050523.99..ctr',8/1/18,877
1,T1C.02.ch01.180801.050546.80..ctr',8/1/18,878
1,T1C.01.ch01.180802.061031.14..ctr',8/2/18,879
1,T1C.02.ch01.180802.094026.95..ctr',8/2/18,880
1,T1C.03.ch01.180802.094132.14..ctr',8/2/18,881
1,T1C.04.ch01.180802.094159.03..ctr',8/2/18,882
1,T1C.05.ch01.180802.094348.19..ctr',8/2/18,883
1,T1C.06.ch01.180802.094711.22..ctr',8/2/18,884
1,T1C.08.ch01.180802.095307.62..ctr',8/2/18,885
1,T1C.01.ch01.180804.210057.55..ctr',8/4/18,886
1,T1C.02.ch01.180804.213614.27..ctr',8/4/18,887
1,T1C.03.ch01.180804.213714.71..ctr',8/4/18,888
1,T1C.01.ch01.180805.105031.11..ctr',8/5/18,889
1,T1C.02.ch01.180805.105037.02..ctr',8/5/18,890
1,T1C.01.ch01.180807.130000.27.(2).ctr',8/7/18,892
1,T1C.02.ch01.180807.130033.35.(2).ctr',8/7/18,893
1,T1C.05.ch01.180807.131233.10.(2).ctr',8/7/18,895
1,T1C.07.ch01.180807.133729.02.(2).ctr',8/7/18,897
1,T1C.08.ch01.180807.133952.59.(2).ctr',8/7/18,898
1,T1C.03.ch01.180808.142218.18..ctr',8/8/18,900
1,T1C.04.ch01.180808.142609.46..ctr',8/8/18,901
1,T1C.05.ch01.180808.143239.99..ctr',8/8/18,902
1,01.020145.64..ctr',8/9/18,903
1,T1C.01.ch01.180809.230113.52..ctr',8/9/18,904
1,T1C.02.ch01.180809.020209.19..ctr',8/9/18,905
1,T1C.02.ch01.180809.230632.94..ctr',8/9/18,906
1,T1C.03.ch01.180809.020541.06..ctr',8/9/18,907
1,T1C.03.ch01.180809.230717.83..ctr',8/9/18,908
1,T1C.04.ch01.180809.231009.95..ctr',8/9/18,909
1,T1C.05.ch01.180809.231041.72..ctr',8/9/18,910
1,T1C.06.ch01.180809.231140.97..ctr',8/9/18,911
1,T1C.07.ch01.180809.231354.61..ctr',8/9/18,912
1,T1C.08.ch01.180809.231414.34..ctr',8/9/18,913
1,T1C.09.ch01.180809.231730.69..ctr',8/9/18,914
1,T1C.10.ch01.180809.231906.49..ctr',8/9/18,915
1,T1C.02.ch01.180810.000506.51..ctr',8/10/18,916
1,T1C.03.ch01.180810.000752.70..ctr',8/10/18,917
1,T1C.04.ch01.180810.000926.22..ctr',8/10/18,918
1,T1C.06.ch01.180810.001150.99..ctr',8/10/18,919
1,T1C.07.ch01.180810.001348.45..ctr',8/10/18,920
1,T1C.08.ch01.180810.001620.09..ctr',8/10/18,921
1,T1C.12.ch01.180810.074056.32..ctr',8/10/18,922
1,T1C.13.ch01.180810.074209.32..ctr',8/10/18,923
1,T1C.14.ch01.180810.074844.08..ctr',8/10/18,924
1,T1C.15.ch01.180810.074945.31..ctr',8/10/18,925
1,T1C.16.ch01.180810.075247.27..ctr',8/10/18,926
1,T1C.17.ch01.180810.075357.95..ctr',8/10/18,927
1,09.193858.97..ctr',8/11/18,928
1,T1C.02.ch01.180811.180639.84..ctr',8/11/18,930
1,T1C.03.ch01.180811.180821.31..ctr',8/11/18,931
1,T1C.06.ch01.180811.192038.24..ctr',8/11/18,932
1,T1C.01.ch01.180812.160859.49..ctr',8/12/18,935
1,T1C.02.ch01.180812.161051.06..ctr',8/12/18,936
1,T1C.03.ch01.180812.161103.20..ctr',8/12/18,937
1,T1C.04.ch01.180812.161323.30..ctr',8/12/18,938
1,T1C.05.ch01.180812.161722.42..ctr',8/12/18,939
1,T1C.07.ch01.180812.180248.78..ctr',8/12/18,940
1,T1C.08.ch01.180812.181012.45,8/12/18,941
1,T1C.09.ch01.180812.181228.09..ctr',8/12/18,942
1,T1C.10.ch01.180812.181451.69..ctr',8/12/18,943
1,T1C.12.ch01.180812.181846.52..ctr',8/12/18,944
1,T1C.01.ch01.180813.000545.68..ctr',8/13/18,945
1,T1C.02.ch01.180813.000652.82..ctr',8/13/18,946
1,T1C.03.ch01.180813.000723.07..ctr',8/13/18,947
1,T1C.04.ch01.180813.001208.52..ctr',8/13/18,948
1,T1C.07.ch01.180813.001450.07..ctr',8/13/18,949
1,T1C.08.ch01.180813.001544.25..ctr',8/13/18,950
1,T1C.09.ch01.180813.001631.74..ctr',8/13/18,951
1,T1C.11.ch01.180813.001909.26..ctr',8/13/18,952
1,T1C.12.ch01.180813.002119.68..ctr',8/13/18,953
1,T1C.13.ch01.180813.002437.50..ctr',8/13/18,954
1,T1C.15.ch01.180813.003209.41..ctr',8/13/18,955
1,T1C.01.ch01.180814.070353.58..ctr',8/14/18,956
1,T1C.02.ch01.180814.070702.33..ctr',8/14/18,957
1,T1C.04.ch01.180814.071102.92..ctr',8/14/18,958
1,T1C.05.ch01.180814.094102.33..ctr',8/14/18,959
1,T1C.07.ch01.180814.094212.68..ctr',8/14/18,961
1,T1C.08.ch01.180814.095426.61..ctr',8/14/18,962
1,T1C.01.ch01.180815.070249.89..ctr',8/15/18,963
1,T1C.03.ch01.180815.070649.84..ctr',8/15/18,964
1,T1C.04.ch01.180815.070913.65..ctr',8/15/18,965
1,T1C.05.ch01.180815.120255.42..ctr',8/15/18,966
1,T1C.06.ch01.180815.120315.74..ctr',8/15/18,967
1,T1C.03.ch01.180816.091404.85..ctr',8/16/18,969
1,T1C.04.ch01.180816.091638.22..ctr',8/16/18,970
1,T1C.05.ch01.180816.091708.47..ctr',8/16/18,971
1,T1C.06.ch01.180816.091912.97..ctr',8/16/18,972
1,T1C.07.ch01.180816.091911.42..ctr',8/16/18,973
1,T1C.01.ch01.180817.090645.26..ctr',8/17/18,974
1,T1C.02.ch01.180817.091044.76..ctr',8/17/18,975
1,T1C.03.ch01.180817.091457.67..ctr',8/17/18,976
1,T1C.04.ch01.180817.091618.72..ctr',8/17/18,977
1,T1C.01.ch01.180818.070126.30..ctr',8/18/18,978
1,T1C.02.ch01.180818.070136.77..ctr',8/18/18,979
1,T1C.04.ch01.180818.070604.00..ctr',8/18/18,980
1,T1C.05.ch01.180818.070803.07..ctr',8/18/18,981
1,T1C.07.ch01.180818.071355.32..ctr',8/18/18,982
1,T1C.08.ch01.180818.071546.16..ctr',8/18/18,983
1,T1C.09.ch01.180818.071636.31..ctr',8/18/18,984
1,T1C.10.ch01.180818.071630.08..ctr',8/18/18,985
1,T1C.11.ch01.180818.071917.95..ctr',8/18/18,986
1,T1C.12.ch01.180818.122258.01..ctr',8/18/18,987
1,T1C.15.ch01.180818.123633.99..ctr',8/18/18,989
1,T1C.01.ch01.180819.020030.97..ctr',8/19/18,990
1,T1C.02.ch01.180819.020115.16..ctr',8/19/18,991
1,T1C.05.ch01.180819.020734.83..ctr',8/19/18,993
1,T1C.06.ch01.180819.020825.51..ctr',8/19/18,994
1,T1C.07.ch01.180819.021303.28..ctr',8/19/18,995
1,T1C.02.ch01.180820.111149.42..ctr',8/20/18,996
1,T1C.01.ch01.180821.022115.56..ctr',8/21/18,997
1,T1C.02.ch01.180821.062548.27..ctr',8/21/18,998
1,T1C.01.ch01.180822.110043.09..ctr',8/22/18,1001
1,T1C.02.ch01.180822.110132.88..ctr',8/22/18,1002
1,T1C.03.ch01.180822.110347.66..ctr',8/22/18,1003
1,T1C.04.ch01.180822.110638.96..ctr',8/22/18,1004
1,T1C.05.ch01.180822.110909.81..ctr',8/22/18,1005
1,T1C.06.ch01.180822.111256.05..ctr',8/22/18,1006
1,T1C.08.ch01.180822.111548.28..ctr',8/22/18,1008
1,T1C.09.ch01.180822.140305.98..ctr',8/22/18,1009
1,T1C.10.ch01.180822.140907.41..ctr',8/22/18,1010
1,T1C.11.ch01.180822.141629.53..ctr',8/22/18,1011
1,T1C.01.ch01.180823.220051.85..ctr',8/23/18,1012
1,T1C.02.ch01.180823.220120.10..ctr',8/23/18,1013
1,T1C.06.ch01.180823.220647.11..ctr',8/23/18,1014
1,T1C.07.ch01.180823.220954.68..ctr',8/23/18,1015
1,T1C.11.ch01.180823.222155.14..ctr',8/23/18,1017
1,T1C.12.ch01.180823.222719.55..ctr',8/23/18,1018
1,T1C.14.ch01.180823.223144.57..ctr',8/23/18,1020
1,T1C.15.ch01.180823.223445.32..ctr',8/23/18,1021
1,T1C.16.ch01.180823.223554.53..ctr',8/23/18,1022
1,T1C.01.ch01.180824.070348.14.(2).ctr',8/24/18,1023
1,T1C.02.ch01.180824.071920.72.(2).ctr',8/24/18,1024
1,T1C.03.ch01.180824.080807.53.(2).ctr',8/24/18,1025
1,T1C.04.ch01.180824.081100.80..ctr',8/24/18,1026
1,T1C.05.ch01.180824.081146.76.(2).ctr',8/24/18,1027
1,T1C.01.ch01.180826.140259.26..ctr',8/26/18,1028
1,T1C.02.ch01.180826.140711.39..ctr',8/26/18,1029
1,T1C.03.ch01.180826.140753.53..ctr',8/26/18,1030
1,T1C.05.ch01.180826.144530.07..ctr',8/26/18,1031
1,T1C.01.ch01.180827.061203.67..ctr',8/27/18,1032
1,T1C.03.ch01.180827.061308.49..ctr',8/27/18,1033
1,T1C.04.ch01.180827.061842.41..ctr',8/27/18,1034
1,T1C.05.ch01.180827.112348.35..ctr',8/27/18,1035
1,T1C.01.ch01.180828.041155.83..ctr',8/28/18,1036
1,T1C.03.ch01.180828.095319.93..ctr',8/28/18,1037
1,T1C.01.ch01.180830.050059.04..ctr',8/30/18,1039
1,T1C.02.ch01.180830.051620.89..ctr',8/30/18,1040
1,T1C.03.ch01.180830.051753.33..ctr',8/30/18,1041
1,T1C.04.ch01.180830.092703.09..ctr',8/30/18,1042
1,T1C.05.ch01.180830.093110.96..ctr',8/30/18,1043
1,T1C.01.ch01.180831.000134.62..ctr',8/31/18,1044
1,T1C.02.ch01.180831.000157.53..ctr',8/31/18,1045
1,T1C.03.ch01.180831.000550.08..ctr',8/31/18,1046
1,T1C.01.ch01.180901.180239.10..ctr',9/1/18,1047
1,T1C.01.ch01.180902.053037.07..ctr',9/2/18,1048
1,T1C.01.ch01.180902.054924.23..ctr',9/2/18,1049
1,T1C.01.ch01.180903.210042.24..ctr',9/3/18,1050
1,T1C.01.ch01.180903.211845.39..ctr',9/3/18,1051
1,T1C.01.ch01.180903.213001.95..ctr',9/3/18,1052
1,T1C.01.ch01.180903.214503.70..ctr',9/3/18,1053
1,T1C.02.ch01.180903.211848.83..ctr',9/3/18,1054
1,T1C.03.ch01.180903.213128.20..ctr',9/3/18,1057
1,T1C.03.ch01.180903.214719.07..ctr',9/3/18,1058
1,T1C.04.ch01.180903.213327.56..ctr',9/3/18,1059
1,T1C.04.ch01.180903.214739.26..ctr',9/3/18,1060
1,T1C.01.ch01.180904.070017.65..ctr',9/4/18,1061
1,T1C.01.ch01.180904.071748.99..ctr',9/4/18,1062
1,T1C.01.ch01.180904.230108.40..ctr',9/4/18,1063
1,T1C.01.ch01.180904.231501.84..ctr',9/4/18,1064
1,T1C.01.ch01.180904.233001.00..ctr',9/4/18,1065
1,T1C.01.ch01.180904.234709.35..ctr',9/4/18,1066
1,T1C.02.ch01.180904.070115.72..ctr',9/4/18,1067
1,T1C.02.ch01.180904.230239.75..ctr',9/4/18,1068
1,T1C.02.ch01.180904.233004.26..ctr',9/4/18,1069
1,T1C.02.ch01.180904.234512.73..ctr',9/4/18,1070
1,T1C.03.ch01.180904.230034.44..ctr',9/4/18,1072
1,T1C.03.ch01.180904.231656.87..ctr',9/4/18,1073
1,T1C.03.ch01.180904.233017.48..ctr',9/4/18,1074
1,T1C.04.ch01.180904.070428.74..ctr',9/4/18,1075
1,T1C.04.ch01.180904.233031.67..ctr',9/4/18,1076
1,T1C.05.ch01.180904.233113.17..ctr',9/4/18,1077
1,T1C.01.ch01.180905.000016.60..ctr',9/5/18,1078
1,T1C.01.ch01.180905.001928.81..ctr',9/5/18,1079
1,T1C.01.ch01.180905.003006.80..ctr',9/5/18,1080
1,T1C.01.ch01.180905.004619.03..ctr',9/5/18,1081
